Country,Level 1 Government,Level 2 Government
Indonesia,Nusa Tenggara Barat,Kota Bima
Indonesia,Sumatera Utara,Kota Binjai
Indonesia,Sulawesi Utara,Kota Bitung
Indonesia,Jawa Timur,Kota Blitar
Indonesia,Jawa Barat,Kota Bogor
Indonesia,Kalimantan Timur,Kota Bontang
Indonesia,Sumatera Barat,Kota Bukittinggi
Indonesia,Banten,Kota Cilegon
Indonesia,Jawa Barat,Kota Cimahi
Indonesia,Jawa Barat,Kota Cirebon
Indonesia,Bali,Kota Denpasar
Indonesia,Jawa Barat,Kota Depok
Indonesia,Riau,Kota Dumai
Indonesia,Gorontalo,Kota Gorontalo
Indonesia,Sumatera Utara,Kota Gunungsitoli
Indonesia,Dki Jakarta,Kota Jakarta Barat
Indonesia,Dki Jakarta,Kota Jakarta Pusat
Indonesia,Dki Jakarta,Kota Jakarta Selatan
Indonesia,Dki Jakarta,Kota Jakarta Timur
Indonesia,Dki Jakarta,Kota Jakarta Utara
Indonesia,Jambi,Kota Jambi
Indonesia,Papua,Kota Jayapura
Indonesia,Jawa Timur,Kota Kediri
Indonesia,Sulawesi Tenggara,Kota Kendari
Indonesia,Sulawesi Utara,Kota Kotamobagu
Indonesia,Nusa Tenggara Timur,Kota Kupang
Indonesia,Aceh,Kota Langsa
Indonesia,Aceh,Kota Lhokseumawe
Indonesia,Sumatera Selatan,Kota Lubuklinggau
Indonesia,Jawa Timur,Kota Madiun
Indonesia,Jawa Tengah,Kota Magelang
Indonesia,Sulawesi Selatan,Kota Makassar
Indonesia,Jawa Timur,Kota Malang
Indonesia,Sulawesi Utara,Kota Manado
Indonesia,Nusa Tenggara Barat,Kota Mataram
Indonesia,Sumatera Utara,Kota Medan
Indonesia,Lampung,Kota Metro
Indonesia,Jawa Timur,Kota Mojokerto
Indonesia,Sumatera Barat,Kota Padang
Indonesia,Sumatera Barat,Kota Padang Panjang
Indonesia,Sumatera Utara,Kota Padangsidimpuan
Indonesia,Sumatera Selatan,Kota Pagar Alam
Indonesia,Kalimantan Tengah,Kota Palangka Raya
Indonesia,Sumatera Selatan,Kota Palembang
Indonesia,Sulawesi Selatan,Kota Palopo
Indonesia,Sulawesi Tengah,Kota Palu
Indonesia,Kepulauan Bangka Belitung,Kota Pangkal Pinang
Indonesia,Sulawesi Selatan,Kota Parepare
Indonesia,Sumatera Barat,Kota Pariaman
Indonesia,Jawa Timur,Kota Pasuruan
Indonesia,Sumatera Barat,Kota Payakumbuh
Indonesia,Jawa Tengah,Kota Pekalongan
Indonesia,Riau,Kota Pekanbaru
Indonesia,Sumatera Utara,Kota Pematang Siantar
Indonesia,Kalimantan Barat,Kota Pontianak
Indonesia,Sumatera Selatan,Kota Prabumulih
Indonesia,Jawa Timur,Kota Probolinggo
Indonesia,Aceh,Kota Sabang
Indonesia,Jawa Tengah,Kota Salatiga
Indonesia,Kalimantan Timur,Kota Samarinda
Indonesia,Sumatera Barat,Kota Sawah Lunto
Indonesia,Jawa Tengah,Kota Semarang
Indonesia,Banten,Kota Serang
Indonesia,Sumatera Utara,Kota Sibolga
Indonesia,Kalimantan Barat,Kota Singkawang
Indonesia,Sumatera Barat,Kota Solok
Indonesia,Papua Barat,Kota Sorong
Indonesia,Aceh,Kota Subulussalam
Indonesia,Jawa Barat,Kota Sukabumi
Indonesia,Jambi,Kota Sungai Penuh
Indonesia,Jawa Timur,Kota Surabaya
Indonesia,Jawa Tengah,Kota Surakarta
Indonesia,Banten,Kota Tangerang
Indonesia,Banten,Kota Tangerang Selatan
Indonesia,Sumatera Utara,Kota Tanjung Balai
Indonesia,Kepulauan Riau,Kota Tanjung Pinang
Indonesia,Kalimantan Utara,Kota Tarakan
Indonesia,Jawa Barat,Kota Tasikmalaya
Indonesia,Sumatera Utara,Kota Tebing Tinggi
Indonesia,Jawa Tengah,Kota Tegal
Indonesia,Maluku Utara,Kota Ternate
Indonesia,Maluku Utara,Kota Tidore Kepulauan
Indonesia,Sulawesi Utara,Kota Tomohon
Indonesia,Maluku,Kota Tual
Indonesia,Daerah Istimewa Yogyakarta,Kota Yogyakarta
Indonesia,Kalimantan Tengah,Kotawaringin Barat
Indonesia,Kalimantan Tengah,Kotawaringin Timur
Indonesia,Riau,Kuantan Singingi
Indonesia,Kalimantan Barat,Kubu Raya
Indonesia,Jawa Tengah,Kudus
Indonesia,Daerah Istimewa Yogyakarta,Kulon Progo
Indonesia,Jawa Barat,Kuningan
Indonesia,Nusa Tenggara Timur,Kupang
Indonesia,Kalimantan Timur,Kutai Barat
Indonesia,Kalimantan Timur,Kutai Kartanegara
Indonesia,Kalimantan Timur,Kutai Timur
Indonesia,Sumatera Utara,Labuhan Batu
Indonesia,Sumatera Utara,Labuhan Batu Selatan
Indonesia,Sumatera Utara,Labuhan Batu Utara
Indonesia,Sumatera Selatan,Lahat
Indonesia,Kalimantan Tengah,Lamandau
Indonesia,Jawa Timur,Lamongan
Indonesia,Lampung,Lampung Barat
Indonesia,Lampung,Lampung Selatan
Indonesia,Lampung,Lampung Tengah
Indonesia,Lampung,Lampung Timur
Indonesia,Lampung,Lampung Utara
Indonesia,Kalimantan Barat,Landak
Indonesia,Sumatera Utara,Langkat
Indonesia,Papua,Lanny Jaya
Indonesia,Banten,Lebak
Indonesia,Bengkulu,Lebong
Indonesia,Nusa Tenggara Timur,Lembata
Indonesia,Sumatera Barat,Lima Puluh Kota
Indonesia,Kepulauan Riau,Lingga
Indonesia,Nusa Tenggara Barat,Lombok Barat
Indonesia,Nusa Tenggara Barat,Lombok Tengah
Indonesia,Nusa Tenggara Barat,Lombok Timur
Indonesia,Nusa Tenggara Barat,Lombok Utara
Indonesia,Jawa Timur,Lumajang
Indonesia,Sulawesi Selatan,Luwu
Indonesia,Sulawesi Selatan,Luwu Timur
Indonesia,Sulawesi Selatan,Luwu Utara
Indonesia,Jawa Timur,Madiun
Indonesia,Jawa Tengah,Magelang
Indonesia,Jawa Timur,Magetan
Indonesia,Kalimantan Timur,Mahakam Hulu
Indonesia,Jawa Barat,Majalengka
Indonesia,Sulawesi Barat,Majene
Indonesia,Nusa Tenggara Timur,Malaka
Indonesia,Jawa Timur,Malang
Indonesia,Kalimantan Utara,Malinau
Indonesia,Maluku,Maluku Barat Daya
Indonesia,Maluku,Maluku Tengah
Indonesia,Maluku,Maluku Tenggara
Indonesia,Maluku,Maluku Tenggara Barat
Indonesia,Sulawesi Barat,Mamasa
Indonesia,Papua,Mamberamo Raya
Indonesia,Papua,Mamberamo Tengah
Indonesia,Sulawesi Barat,Mamuju
Indonesia,Sulawesi Barat,Mamuju Tengah
Indonesia,Sulawesi Barat,Mamuju Utara
Indonesia,Sumatera Utara,Mandailing Natal
Indonesia,Nusa Tenggara Timur,Manggarai
Indonesia,Nusa Tenggara Timur,Manggarai Barat
Indonesia,Nusa Tenggara Timur,Manggarai Timur
Indonesia,Papua Barat,Manokwari
Indonesia,Papua Barat,Manokwari Selatan
Indonesia,Papua,Mappi
Indonesia,Sulawesi Selatan,Maros
Indonesia,Papua Barat,Maybrat
Indonesia,Kalimantan Barat,Melawi
Indonesia,Kalimantan Barat,Mempawah
Indonesia,Jambi,Merangin
Indonesia,Papua,Merauke
Indonesia,Lampung,Mesuji
Indonesia,Papua,Mimika
Indonesia,Sulawesi Utara,Minahasa
Indonesia,Sulawesi Utara,Minahasa Selatan
Indonesia,Sulawesi Utara,Minahasa Tenggara
Indonesia,Sulawesi Utara,Minahasa Utara
Indonesia,Jawa Timur,Mojokerto
Indonesia,Sulawesi Tengah,Morowali
Indonesia,Sulawesi Tengah,Morowali Utara
Indonesia,Sumatera Selatan,Muara Enim
Indonesia,Jambi,Muaro Jambi
Indonesia,Bengkulu,Mukomuko
Indonesia,Sulawesi Tenggara,Muna
Indonesia,Sulawesi Tenggara,Muna Barat
Indonesia,Kalimantan Tengah,Murung Raya
Indonesia,Sumatera Selatan,Musi Banyuasin
Indonesia,Sumatera Selatan,Musi Rawas
Indonesia,Sumatera Selatan,Musi Rawas Utara
Indonesia,Papua,Nabire
Indonesia,Aceh,Nagan Raya
Indonesia,Nusa Tenggara Timur,Nagekeo
Indonesia,Kepulauan Riau,Natuna
Indonesia,Papua,Nduga
Indonesia,Nusa Tenggara Timur,Ngada
Indonesia,Jawa Timur,Nganjuk
Indonesia,Jawa Timur,Ngawi
Indonesia,Sumatera Utara,Nias
Indonesia,Sumatera Utara,Nias Barat
Indonesia,Sumatera Utara,Nias Selatan
Indonesia,Sumatera Utara,Nias Utara
Indonesia,Kalimantan Utara,Nunukan
Indonesia,Sumatera Selatan,Ogan Ilir
Indonesia,Sumatera Selatan,Ogan Komering Ilir
Indonesia,Sumatera Selatan,Ogan Komering Ulu
Indonesia,Sumatera Selatan,Ogan Komering Ulu Selatan
Indonesia,Sumatera Selatan,Ogan Komering Ulu Timur
Indonesia,Jawa Timur,Pacitan
Indonesia,Sumatera Utara,Padang Lawas
Indonesia,Sumatera Utara,Padang Lawas Utara
Indonesia,Sumatera Barat,Padang Pariaman
Indonesia,Sumatera Utara,Pakpak Bharat
Indonesia,Jawa Timur,Pamekasan
Indonesia,Banten,Pandeglang
Indonesia,Jawa Barat,Pangandaran
Indonesia,Sulawesi Selatan,Pangkajene Dan Kepulauan
Indonesia,Papua,Paniai
Indonesia,Sulawesi Tengah,Parigi Moutong
Indonesia,Sumatera Barat,Pasaman
Indonesia,Sumatera Barat,Pasaman Barat
Indonesia,Kalimantan Timur,Paser
Indonesia,Jawa Timur,Pasuruan
Indonesia,Jawa Tengah,Pati
Indonesia,Papua Barat,Pegunungan Arfak
Indonesia,Papua,Pegunungan Bintang
Indonesia,Jawa Tengah,Pekalongan
Indonesia,Riau,Pelalawan
Indonesia,Jawa Tengah,Pemalang
Indonesia,Kalimantan Timur,Penajam Paser Utara
Indonesia,Sumatera Selatan,Penukal Abab Lematang Ilir
Indonesia,Lampung,Pesawaran
Indonesia,Lampung,Pesisir Barat
Indonesia,Sumatera Barat,Pesisir Selatan
Indonesia,Aceh,Pidie
Indonesia,Aceh,Pidie Jaya
Indonesia,Sulawesi Selatan,Pinrang
Indonesia,Gorontalo,Pohuwato
Indonesia,Sulawesi Barat,Polewali Mandar
Indonesia,Jawa Timur,Ponorogo
Indonesia,Sulawesi Tengah,Poso
Indonesia,Lampung,Pringsewu
Indonesia,Jawa Timur,Probolinggo
Indonesia,Kalimantan Tengah,Pulang Pisau
Indonesia,Maluku Utara,Pulau Morotai
Indonesia,Maluku Utara,Pulau Taliabu
Indonesia,Papua,Puncak
Indonesia,Papua,Puncak Jaya
Indonesia,Jawa Tengah,Purbalingga
Indonesia,Jawa Barat,Purwakarta
Indonesia,Jawa Tengah,Purworejo
Indonesia,Papua Barat,Raja Ampat
Indonesia,Bengkulu,Rejang Lebong
Indonesia,Jawa Tengah,Rembang
Indonesia,Riau,Rokan Hilir
Indonesia,Riau,Rokan Hulu
Indonesia,Nusa Tenggara Timur,Rote Ndao
Indonesia,Nusa Tenggara Timur,Sabu Raijua
Indonesia,Kalimantan Barat,Sambas
Indonesia,Sumatera Utara,Samosir
Indonesia,Jawa Timur,Sampang
Indonesia,Kalimantan Barat,Sanggau
Indonesia,Papua,Sarmi
Indonesia,Jambi,Sarolangun
Indonesia,Kalimantan Barat,Sekadau
Indonesia,Bengkulu,Seluma
Indonesia,Jawa Tengah,Semarang
Indonesia,Maluku,Seram Bagian Barat
Indonesia,Maluku,Seram Bagian Timur
Indonesia,Banten,Serang
Indonesia,Sumatera Utara,Serdang Bedagai
Indonesia,Kalimantan Tengah,Seruyan
Indonesia,Riau,Siak
Indonesia,Sulawesi Utara,Siau Tagulandang Biaro
Indonesia,Sulawesi Selatan,Sidenreng Rappang
Indonesia,Jawa Timur,Sidoarjo
Indonesia,Sulawesi Tengah,Sigi
Indonesia,Sumatera Barat,Sijunjung
Indonesia,Nusa Tenggara Timur,Sikka
Indonesia,Sumatera Utara,Simalungun
Indonesia,Aceh,Simeulue
Indonesia,Sulawesi Selatan,Sinjai
Indonesia,Kalimantan Barat,Sintang
Indonesia,Jawa Timur,Situbondo
Indonesia,Daerah Istimewa Yogyakarta,Sleman
Indonesia,Sumatera Barat,Solok
Indonesia,Sumatera Barat,Solok Selatan
Indonesia,Sulawesi Selatan,Soppeng
Indonesia,Papua Barat,Sorong
Indonesia,Papua Barat,Sorong Selatan
Indonesia,Jawa Tengah,Sragen
Indonesia,Jawa Barat,Subang
Indonesia,Jawa Barat,Sukabumi
Indonesia,Kalimantan Tengah,Sukamara
Indonesia,Jawa Tengah,Sukoharjo
Indonesia,Nusa Tenggara Timur,Sumba Barat
Indonesia,Nusa Tenggara Timur,Sumba Barat Daya
Indonesia,Nusa Tenggara Timur,Sumba Tengah
Indonesia,Nusa Tenggara Timur,Sumba Timur
Indonesia,Nusa Tenggara Barat,Sumbawa
Indonesia,Nusa Tenggara Barat,Sumbawa Barat
Indonesia,Jawa Barat,Sumedang
Indonesia,Jawa Timur,Sumenep
Indonesia,Papua,Supiori
Indonesia,Kalimantan Selatan,Tabalong
Indonesia,Bali,Tabanan
Indonesia,Sulawesi Selatan,Takalar
Indonesia,Papua Barat,Tambrauw
Indonesia,Kalimantan Utara,Tana Tidung
Indonesia,Sulawesi Selatan,Tana Toraja
Indonesia,Kalimantan Selatan,Tanah Bumbu
Indonesia,Sumatera Barat,Tanah Datar
Indonesia,Kalimantan Selatan,Tanah Laut
Indonesia,Banten,Tangerang
Indonesia,Lampung,Tanggamus
Indonesia,Jambi,Tanjung Jabung Barat
Indonesia,Jambi,Tanjung Jabung Timur
Indonesia,Sumatera Utara,Tapanuli Selatan
Indonesia,Sumatera Utara,Tapanuli Tengah
Indonesia,Sumatera Utara,Tapanuli Utara
Indonesia,Kalimantan Selatan,Tapin
Indonesia,Jawa Barat,Tasikmalaya
Indonesia,Jambi,Tebo
Indonesia,Jawa Tengah,Tegal
Indonesia,Papua Barat,Teluk Bintuni
Indonesia,Papua Barat,Teluk Wondama
Indonesia,Jawa Tengah,Temanggung
Indonesia,Nusa Tenggara Timur,Timor Tengah Selatan
Indonesia,Nusa Tenggara Timur,Timor Tengah Utara
Indonesia,Sumatera Utara,Toba Samosir
Indonesia,Sulawesi Tengah,Tojo Una-Una
Indonesia,Sulawesi Tengah,Toli-Toli
Indonesia,Papua,Tolikara
Indonesia,Sulawesi Selatan,Toraja Utara
Indonesia,Jawa Timur,Trenggalek
Indonesia,Jawa Timur,Tuban
Indonesia,Lampung,Tulang Bawang Barat
Indonesia,Lampung,Tulangbawang
Indonesia,Jawa Timur,Tulungagung
Indonesia,Jawa Barat,Waduk Cirata
Indonesia,Jawa Tengah,Wadung Kedungombo
Indonesia,Sulawesi Selatan,Wajo
Indonesia,Sulawesi Tenggara,Wakatobi
Indonesia,Papua,Waropen
Indonesia,Lampung,Way Kanan
Indonesia,Jawa Tengah,Wonogiri
Indonesia,Jawa Tengah,Wonosobo
Indonesia,Papua,Yahukimo
Indonesia,Papua,Yalimo
Philippines,Ilocos Region,Ilocos Norte
Philippines,Ilocos Region,Ilocos Sur
Philippines,Ilocos Region,La Union
Philippines,Ilocos Region,Pangasinan
Philippines,Cagayan Valley,Batanes
Philippines,Cagayan Valley,Cagayan
Philippines,Cagayan Valley,Isabela
Philippines,Cagayan Valley,Nueva Vizcaya
Philippines,Cagayan Valley,Quirino
Philippines,Central Luzon,Bataan
Philippines,Central Luzon,Bulacan
Philippines,Central Luzon,Nueva Ecija
Philippines,Central Luzon,Pampanga
Philippines,Central Luzon,Tarlac
Philippines,Central Luzon,Zambales
Philippines,Central Luzon,Aurora
Philippines,Calabarzon,Batangas
Philippines,Calabarzon,Cavite
Philippines,Calabarzon,Laguna
Philippines,Calabarzon,Quezon
Philippines,Calabarzon,Rizal
Philippines,Bicol Region,Albay
Philippines,Bicol Region,Camarines Norte
Philippines,Bicol Region,Camarines Sur
Philippines,Bicol Region,Catanduanes
Philippines,Bicol Region,Masbate
Philippines,Bicol Region,Sorsogon
Philippines,Western Visayas,Aklan
Philippines,Western Visayas,Antique
Philippines,Western Visayas,Capiz
Philippines,Western Visayas,Iloilo
Philippines,Western Visayas,Negros Occidental
Philippines,Western Visayas,Guimaras
Philippines,Central Visayas,Bohol
Philippines,Central Visayas,Cebu
Philippines,Central Visayas,Negros Oriental
Philippines,Central Visayas,Siquijor
Philippines,Eastern Visayas,Eastern Samar
Philippines,Eastern Visayas,Leyte
Philippines,Eastern Visayas,Northern Samar
Philippines,Eastern Visayas,Samar (Western Samar)
Philippines,Eastern Visayas,Southern Leyte
Philippines,Eastern Visayas,Biliran
Philippines,Zamboanga Peninsula,Zamboanga del Norte
Philippines,Zamboanga Peninsula,Zamboanga del Sur
Philippines,Zamboanga Peninsula,Zamboanga Sibugay
Philippines,Zamboanga Peninsula,City of Isabela (not a province)
Philippines,Northern Mindanao,Bukidnon
Philippines,Northern Mindanao,Camiguin
Philippines,Northern Mindanao,Lanao del Norte
Philippines,Northern Mindanao,Misamis Occidental
Philippines,Northern Mindanao,Misamis Oriental
Philippines,Davao Region,Davao del Norte
Philippines,Davao Region,Davao del Sur
Philippines,Davao Region,Davao Oriental
Philippines,Davao Region,Davao de Oro (Compostela Valley)
Philippines,Davao Region,Davao Occidental
Philippines,Soccsksargen,Cotabato (North Cotabato)
Philippines,Soccsksargen,South Cotabato
Philippines,Soccsksargen,Sultan Kudarat
Philippines,Soccsksargen,Sarangani
Philippines,NCR,Metropolitan Manila First District
Philippines,NCR,Metropolitan Manila Second District
Philippines,NCR,Metropolitan Manila Third District
Philippines,NCR,Metropolitan Manila Fourth District
Philippines,CAR,Abra
Philippines,CAR,Benguet
Philippines,CAR,Ifugao
Philippines,CAR,Kalinga
Philippines,CAR,Mountain Province
Philippines,CAR,Apayao
Philippines,Caraga,Agusan del Norte
Philippines,Caraga,Agusan del Sur
Philippines,Caraga,Surigao del Norte
Philippines,Caraga,Surigao del Sur
Philippines,Caraga,Dinagat Islands
Philippines,Mimaropa Region,Marinduque
Philippines,Mimaropa Region,Occidental Mindoro
Philippines,Mimaropa Region,Oriental Mindoro
Philippines,Mimaropa Region,Palawan
Philippines,Mimaropa Region,Romblon
Philippines,BARMM,Basilan
Philippines,BARMM,Lanao del Sur
Philippines,BARMM,Sulu
Philippines,BARMM,Tawi-Tawi
Philippines,BARMM,Maguindanao del Norte
Philippines,BARMM,Maguindanao del Sur
Philippines,BARMM,Special Geographic Area
Peru,Huancavelica,Acobamba
Peru,Cusco,Acomayo
Peru,Ancash,Aija
Peru,Loreto,Alto Amazonas
Peru,Huanuco,Ambo
Peru,Apurimac,Andahuaylas
Peru,Huancavelica,Angaraes
Peru,Cusco,Anta
Peru,Apurimac,Antabamba
Peru,Ancash,Antonio Raymondi
Peru,Arequipa,Arequipa
Peru,La Libertad,Ascope
Peru,Ancash,Asuncion
Peru,Ucayali,Atalaya
Peru,Piura,Ayabaca
Peru,Apurimac,Aymaraes
Peru,Puno,Azangaro
Peru,Amazonas,Bagua
Peru,Lima,Barranca
Peru,San Martin,Bellavista
Peru,La Libertad,Bolivar
Peru,Ancash,Bolognesi
Peru,Amazonas,Bongara
Peru,Cajamarca,Cajabamba
Peru,Cajamarca,Cajamarca
Peru,Lima,Cajatambo
Peru,Cusco,Calca
Peru,Callao,Callao
Peru,Arequipa,Camana
Peru,Cusco,Canas
Peru,Cusco,Canchis
Peru,Tacna,Candarave
Peru,Lima,Cañete
Peru,Ayacucho,Cangallo
Peru,Lima,Canta
Peru,Puno,Carabaya
Peru,Arequipa,Caraveli
Peru,Ancash,Carhuaz
Peru,Ancash,Carlos Fermin Fitzcarrald
Peru,Ancash,Casma
Peru,Arequipa,Castilla
Peru,Huancavelica,Castrovirreyna
Peru,Arequipa,Caylloma
Peru,Cajamarca,Celendin
Peru,Amazonas,Chachapoyas
Peru,Junin,Chanchamayo
Peru,La Libertad,Chepen
Peru,Lambayeque,Chiclayo
Peru,Ica,Chincha
Peru,Apurimac,Chincheros
Peru,Cajamarca,Chota
Peru,Puno,Chucuito
Peru,Cusco,Chumbivilcas
Peru,Junin,Chupaca
Peru,Huancavelica,Churcampa
Peru,Junin,Concepcion
Peru,Arequipa,Condesuyos
Peru,Amazonas,Condorcanqui
Peru,Tumbes,Contralmirante Villar
Peru,Cajamarca,Contumaza
Peru,Ucayali,Coronel Portillo
Peru,Ancash,Corongo
Peru,Apurimac,Cotabambas
Peru,Cusco,Cusco
Peru,Cajamarca,Cutervo
Peru,Pasco,Daniel Alcides Carrion
Peru,Loreto,Datem del Marañon
Peru,Huanuco,Dos de Mayo
Peru,Puno,El Collao
Peru,San Martin,El Dorado
Peru,Cusco,Espinar
Peru,Lambayeque,Ferreñafe
Peru,Moquegua,General Sanchez Cerro
Peru,La Libertad,Gran Chimu
Peru,Apurimac,Grau
Peru,Huanuco,Huacaybamba
Peru,Cajamarca,Hualgayoc
Peru,San Martin,Huallaga
Peru,Huanuco,Huamalies
Peru,Ayacucho,Huamanga
Peru,Ayacucho,Huanca Sancos
Peru,Piura,Huancabamba
Peru,Puno,Huancane
Peru,Huancavelica,Huancavelica
Peru,Junin,Huancayo
Peru,Ayacucho,Huanta
Peru,Huanuco,Huanuco
Peru,Lima,Huaral
Peru,Ancash,Huaraz
Peru,Ancash,Huari
Peru,Ancash,Huarmey
Peru,Lima,Huarochiri
Peru,Lima,Huaura
Peru,Ancash,Huaylas
Peru,Huancavelica,Huaytara
Peru,Ica,Ica
Peru,Moquegua,Ilo
Peru,Arequipa,Islay
Peru,Cajamarca,Jaen
Peru,Junin,Jauja
Peru,Tacna,Jorge Basadre
Peru,La Libertad,Julcan
Peru,Junin,Junin
Peru,Cusco,La Convencion
Peru,Ayacucho,La Mar
Peru,Arequipa,La Union
Peru,San Martin,Lamas
Peru,Lambayeque,Lambayeque
Peru,Puno,Lampa
Peru,Huanuco,Lauricocha
Peru,Huanuco,Leoncio Prado
Peru,Lima,Lima
Peru,Loreto,Loreto
Peru,Ayacucho,Lucanas
Peru,Amazonas,Luya
Peru,Madre de Dios,Manu
Peru,Huanuco,Marañon
Peru,San Martin,Mariscal Caceres
Peru,Ancash,Mariscal Luzuriaga
Peru,Moquegua,Mariscal Nieto
Peru,Loreto,Mariscal Ramon Castilla
Peru,Loreto,Maynas
Peru,Puno,Melgar
Peru,Puno,Moho
Peru,Piura,Morropon
Peru,San Martin,Moyobamba
Peru,Ica,Nasca
Peru,Ancash,Ocros
Peru,La Libertad,Otuzco
Peru,Pasco,Oxapampa
Peru,Lima,Oyon
Peru,La Libertad,Pacasmayo
Peru,Huanuco,Pachitea
Peru,Ucayali,Padre Abad
Peru,Piura,Paita
Peru,Ancash,Pallasca
Peru,Ica,Palpa
Peru,Ayacucho,Parinacochas
Peru,Cusco,Paruro
Peru,Pasco,Pasco
Peru,La Libertad,Pataz
Peru,Ayacucho,Paucar del Sara Sara
Peru,Cusco,Paucartambo
Peru,San Martin,Picota
Peru,Ica,Pisco
Peru,Piura,Piura
Peru,Ancash,Pomabamba
Peru,Huanuco,Puerto Inca
Peru,Puno,Puno
Peru,Ucayali,Purus
Peru,Loreto,Putumayo
Peru,Cusco,Quispicanchi
Peru,Ancash,Recuay
Peru,Loreto,Requena
Peru,San Martin,Rioja
Peru,Amazonas,Rodriguez de Mendoza
Peru,Puno,San Antonio de Putina
Peru,Cajamarca,San Ignacio
Peru,Cajamarca,San Marcos
Peru,San Martin,San Martin
Peru,Cajamarca,San Miguel
Peru,Cajamarca,San Pablo
Peru,Puno,San Roman
Peru,La Libertad,Sanchez Carrion
Peru,Puno,Sandia
Peru,Ancash,Santa
Peru,Cajamarca,Santa Cruz
Peru,La Libertad,Santiago de Chuco
Peru,Junin,Satipo
Peru,Piura,Sechura
Peru,Ancash,Sihuas
Peru,Ayacucho,Sucre
Peru,Piura,Sullana
Peru,Tacna,Tacna
Peru,Madre de Dios,Tahuamanu
Peru,Piura,Talara
Peru,Madre de Dios,Tambopata
Peru,Tacna,Tarata
Peru,Junin,Tarma
Peru,Huancavelica,Tayacaja
Peru,San Martin,Tocache
Peru,La Libertad,Trujillo
Peru,Tumbes,Tumbes
Peru,Loreto,Ucayali
Peru,Cusco,Urubamba
Peru,Amazonas,Utcubamba
Peru,Ayacucho,Victor Fajardo
Peru,Ayacucho,Vilcas Huaman
Peru,La Libertad,Viru
Peru,Huanuco,Yarowilca
Peru,Junin,Yauli
Peru,Lima,Yauyos
Peru,Ancash,Yungay
Peru,Puno,Yunguyo
Peru,Tumbes,Zarumilla
Panama,Bocas del Toro,Bocas del Toro
Panama,Bocas del Toro,Changuinola
Panama,Bocas del Toro,Chiriquí Grande
Panama,Chiriquí,Alanje
Panama,Chiriquí,Barú
Panama,Chiriquí,Boquerón
Panama,Chiriquí,Boquete
Panama,Chiriquí,Bugaba
Panama,Chiriquí,David
Panama,Chiriquí,Dolega
Panama,Chiriquí,Gualaca
Panama,Chiriquí,Remedios
Panama,Chiriquí,Renacimiento
Panama,Chiriquí,San Félix
Panama,Chiriquí,San Lorenzo
Panama,Chiriquí,Tolé
Panama,Coclé,Aguadulce
Panama,Coclé,Antón
Panama,Coclé,La Pintada
Panama,Coclé,Natá
Panama,Coclé,Olá
Panama,Coclé,Penonomé
Panama,Colón,Chagres
Panama,Colón,Colón
Panama,Colón,Donoso
Panama,Colón,Portobelo
Panama,Colón,Santa Isabel
Panama,Darién,Chepigana
Panama,Darién,Pinogana
Panama,Emberá,Cémaco
Panama,Emberá,Sambú
Panama,Herrera,Chitré
Panama,Herrera,Las Minas
Panama,Herrera,Los Pozos
Panama,Herrera,Ocú
Panama,Herrera,Parita
Panama,Herrera,Pesé
Panama,Herrera,Santa María
Panama,Kuna Yala,Kuna Yala
Panama,Los Santos,Guararé
Panama,Los Santos,Las Tablas
Panama,Los Santos,Los Santos
Panama,Los Santos,Macaracas
Panama,Los Santos,Pedasí
Panama,Los Santos,Pocrí
Panama,Los Santos,Tonosí
Panama,Ngöbe Buglé,Besiko
Panama,Ngöbe Buglé,Mironó
Panama,Ngöbe Buglé,Müna
Panama,Ngöbe Buglé,Nole Duima
Panama,Ngöbe Buglé,Ñürüm
Panama,Ngöbe Buglé,Kankintú
Panama,Ngöbe Buglé,Kusapín
Panama,Panamá Oeste,Arraiján
Panama,Panamá Oeste,Capira
Panama,Panamá Oeste,Chame
Panama,Panamá Oeste,La Chorrera
Panama,Panamá Oeste,San Carlos
Panama,Panamá,Balboa
Panama,Panamá,Chepo
Panama,Panamá,Chimán
Panama,Panamá,Panamá
Panama,Panamá,San Miguelito
Panama,Panamá,Taboga
Panama,Veraguas,Atalaya
Panama,Veraguas,Calobre
Panama,Veraguas,Cañazas
Panama,Veraguas,La Mesa
Panama,Veraguas,Las Palmas
Panama,Veraguas,Mariato
Panama,Veraguas,Montijo
Panama,Veraguas,Río de Jesús
Panama,Veraguas,San Francisco
Panama,Veraguas,Santa Fe
Panama,Veraguas,Santiago
Panama,Veraguas,Soná
Nicaragua,Managua,Ticuantepe
Nicaragua,León,Achuapa
Nicaragua,Rivas,San Juan del Sur
Nicaragua,Managua,San Rafael del Sur
Nicaragua,Región Autónoma Costa Caribe Norte,Waspam
Nicaragua,Matagalpa,El Tuma - La Dalia
Nicaragua,Chinandega,Somotillo
Nicaragua,Carazo,Dolores
Nicaragua,Nueva Segovia,Jícaro
Nicaragua,Región Autónoma Costa Caribe Norte,Siuna
Nicaragua,Región Autónoma Costa Caribe Norte,Bonanza
Nicaragua,Río San Juan,San Juan de Nicaragua
Nicaragua,Chinandega,Posoltega
Nicaragua,Chinandega,Cinco Pinos
Nicaragua,Rivas,Buenos Aires
Nicaragua,Madriz,Totogalpa
Nicaragua,Granada,Diriá
Nicaragua,Región Autónoma de la Costa Caribe Sur,La Cruz de Río Grande
